item,joke,embedding
88,"
<i>A radio conversation of a US naval 
ship with Canadian authorities ... </i>
<p>
Americans: Please divert your course 15 degrees to the North to avoid a
collision.
<p>
Canadians: Recommend you divert YOUR course 15 degrees to the South to 
avoid a collision.
<p>
Americans: This is the Captain of a US Navy ship.  I say again, divert 
YOUR course.
<p>
Canadians: No.  I say again, you divert YOUR course.
<p>
Americans: This is the aircraft carrier USS LINCOLN, the second largest ship in the United States' Atlantic Fleet. We are accompanied by three destroyers, three cruisers and numerous support vessels. I demand that you change your course 15 degrees north, that's ONE FIVE DEGREES NORTH, or counter-measures will be undertaken to ensure the safety of this ship.
<p>
Canadians: <i>This is a lighthouse.  Your call</i>.
","[ 6.3724350e-04  1.1747456e-03 -1.2611051e-03 -2.4271553e-04
  1.2824911e-03  1.8115777e-03 -8.6932862e-04 -1.0221407e-03
  3.4420171e-03  3.7248700e-03 -1.1077458e-03  2.3276890e-03
  1.4500377e-03  1.7043352e-03 -3.0149519e-03 -1.2855472e-04
  1.3528328e-03  8.5983693e-04 -3.8056693e-04 -1.5103782e-03
  9.7539357e-04  1.3259527e-03  1.2160122e-03 -1.2140839e-03
  3.4830818e-04 -1.6517608e-03  2.0911538e-03 -1.4938592e-03
 -1.6445741e-04  4.1196570e-03 -6.6234841e-04  5.2560755e-04
 -3.4842461e-03 -2.1205621e-03 -3.3064175e-03  6.2635554e-06
 -1.2955356e-03 -2.0099299e-03  4.6088480e-05 -9.1872073e-04
  5.0360610e-04  3.1064074e-03  8.9671771e-04  2.2037544e-03
  1.6552041e-03  6.0629967e-04  1.4702807e-03  1.0070513e-03
  8.5121603e-04  1.4042014e-03 -2.2237794e-03  3.6637983e-03
 -2.2408513e-03  1.5321911e-03 -1.9953994e-03 -1.5226322e-04
 -8.9552888e-04  6.1338238e-04  1.3508456e-03  1.6470004e-03
 -8.7524345e-04  1.7104514e-03  2.7854329e-03  8.4591302e-04
 -7.1355095e-04  9.6995384e-04 -2.8109683e-03  1.7086263e-03
  1.8754727e-03  7.6480472e-04 -3.0110937e-03  6.5943709e-04
 -2.8869160e-04 -8.4578365e-05 -3.1896152e-03 -1.3951836e-03
  3.1184778e-03  1.3062046e-03  1.7677258e-03 -1.2975307e-04
 -1.4704525e-03  1.3098302e-03  1.0471677e-03 -1.1093640e-03
 -7.4164773e-04 -1.4498353e-03  1.0565018e-03  1.3379122e-03
 -1.1880056e-03 -5.7772890e-04  2.7396295e-03  4.1213006e-04
  5.3927680e-03 -2.5947972e-03 -1.1246913e-03 -2.6454930e-03
 -8.5617881e-04  2.5662933e-03 -6.3324743e-04  2.2932758e-04]"
89,"
Q: How many programmers does it take to change a lightbulb?
<p>
A: <i>NONE!   That's a hardware problem....</i>
","[ 8.6936262e-04  9.7959815e-04 -1.2061395e-03 -4.0926403e-05
  1.5937192e-03  1.3611582e-03 -1.2931213e-03 -1.2770831e-03
  3.5772303e-03  4.0163277e-03 -1.3872023e-03  1.8884646e-03
  1.2538839e-03  1.5232541e-03 -3.0344331e-03  1.6612430e-04
  1.4175260e-03  7.0770574e-04 -6.6616904e-04 -1.3818814e-03
  1.5353061e-03  7.2617852e-04  1.1530500e-03 -9.8708225e-04
  2.5883724e-04 -1.7246726e-03  2.2995358e-03 -1.7340065e-03
 -3.2263724e-04  3.9589931e-03 -2.7889159e-04  5.2413682e-04
 -3.0203033e-03 -1.6673985e-03 -3.3370266e-03 -3.0840511e-04
 -1.5674407e-03 -1.3183866e-03  3.2419278e-04 -7.0554175e-04
 -6.7039990e-05  3.0165843e-03  1.0282273e-03  1.9927293e-03
  1.3472579e-03  8.5451244e-04  1.6701259e-03  1.1214680e-03
  6.8181794e-04  1.4873774e-03 -2.1233922e-03  3.3171349e-03
 -1.7681728e-03  1.1353862e-03 -2.0982572e-03  7.5056720e-05
 -6.5402430e-04  1.1757259e-04  7.5784675e-04  1.3848469e-03
 -5.8441299e-05  2.3077885e-03  2.4940060e-03  9.7031984e-04
 -9.4364688e-04  1.1307175e-03 -2.8409716e-03  1.4290088e-03
  2.0240382e-03  1.1098558e-04 -2.2461184e-03  7.9165417e-04
 -3.4599708e-04 -5.8073545e-04 -3.6004372e-03 -1.2909673e-03
  3.5141590e-03  1.4652696e-03  2.0646639e-03 -4.2141782e-04
 -1.2463483e-03  1.2232234e-03  7.9312141e-04 -1.1755646e-03
 -1.1290094e-03 -1.6740668e-03  5.0503429e-04  1.8201456e-03
 -1.0455600e-03 -9.9631026e-04  2.2125200e-03  1.1959602e-04
  5.5358056e-03 -2.7975182e-03 -7.8838214e-04 -2.5458133e-03
 -8.1894192e-04  2.5146618e-03 -2.1145769e-04  5.5123807e-04]"
90,"
A Panda bear walks into a bar.  Sits down at a table and orders a beer 
and a double cheeseburger.  After he is finished eating, he pulls out a gun
and rips the place with gunfire.  Patrons scatter and dive under chairs and
tables as the bear runs out the door.  After ensuring that no one is hurt, 
the bartender races out the door, and calls after the bear ""What the hell did
you do that for?""  The bear calls back, ""I'm a Panda bear.  Look it up in the
dictionary.""  
<p>
The bartender returns, pulls out his dictionary.
<p>
panda : \Pan""da\, n. (Zo[""o]l.)<br>
A small Asiatic mammal (Ailurus fulgens) having fine soft fur.
It is related to the bears, and inhabits the mountains of Northern India.
<i>Eats shoots and leaves.</i>
","[ 7.2836620e-04  1.3742413e-03 -1.5112878e-03 -3.1586969e-04
  1.4770596e-03  2.0700607e-03 -1.2243505e-03 -1.1954881e-03
  3.9286413e-03  4.4881226e-03 -1.4092418e-03  2.7759855e-03
  1.6902714e-03  1.6620989e-03 -3.7222679e-03 -1.8343981e-04
  1.4552248e-03  9.5657486e-04 -3.3089309e-04 -1.9693593e-03
  1.2148578e-03  1.6363683e-03  1.6415943e-03 -1.1998266e-03
  1.3971131e-04 -1.9311708e-03  2.4324376e-03 -1.9476517e-03
 -3.1804974e-04  4.7500515e-03 -8.5704081e-04  7.6473417e-04
 -3.8687291e-03 -2.5515531e-03 -3.8758104e-03 -2.9032925e-04
 -1.4820775e-03 -2.2923506e-03 -2.6249934e-05 -9.0368110e-04
  4.2096255e-04  3.6154932e-03  8.2932290e-04  2.4028204e-03
  1.6346688e-03  8.9063309e-04  1.9572284e-03  1.1044668e-03
  1.0286549e-03  1.9775277e-03 -2.4947594e-03  4.0029758e-03
 -2.5839289e-03  1.4570269e-03 -2.4771094e-03 -2.7586715e-04
 -9.9686813e-04  4.9343699e-04  1.6528170e-03  1.8879038e-03
 -9.0376666e-04  2.0862236e-03  3.1319824e-03  1.0452485e-03
 -9.3773479e-04  1.2208961e-03 -3.2201812e-03  1.8174074e-03
  2.2005085e-03  7.0028444e-04 -3.0383854e-03  7.3402235e-04
 -5.0391216e-04 -2.5143844e-04 -3.6804103e-03 -1.6081064e-03
  3.6833889e-03  1.8798031e-03  2.1969934e-03 -1.9658018e-04
 -1.7242749e-03  1.4197835e-03  1.1960935e-03 -1.2519524e-03
 -7.9830765e-04 -1.8793918e-03  9.7717380e-04  1.6334837e-03
 -1.4473948e-03 -9.8699820e-04  3.1583444e-03  4.1549548e-04
  6.2044971e-03 -3.0895201e-03 -1.3924087e-03 -3.2080633e-03
 -1.1214436e-03  3.0218521e-03 -6.9392694e-04  4.5713541e-04]"
91,"
Early one morning a mother went to her sleeping son and woke him up.
<p>
""Wake up, son.  It's time to go to school.""<br> 
""But why, Mama?  I don't want to go to school."" <br>
""Give me two reasons why you don't want to go to school."" <br>
""One, all the children hate me. Two, all the teachers hate me,"" <br>
""Oh! that's no reason. Come on, you have to go to school,"" <br>
<p>
""Give me two good reasons WHY I should go to school?"" 
<p> 
""One, you are <i>fifty-two</i> years old. Two, you are the <i>principal</i> of the
 school.""
 ","[ 3.7307158e-04  1.7057880e-03 -1.3739790e-03 -1.7142463e-04
  1.8577364e-03  2.2463072e-03 -1.0798960e-03 -1.3881183e-03
  4.2581279e-03  4.6380712e-03 -1.1489042e-03  2.8560751e-03
  1.8128213e-03  2.2344228e-03 -3.5444142e-03 -2.7012735e-04
  1.5242440e-03  1.1756376e-03 -1.4351081e-04 -1.8234978e-03
  1.2785408e-03  1.3481894e-03  1.5671406e-03 -1.7700513e-03
  3.8480267e-04 -1.9283762e-03  2.8578329e-03 -1.8460867e-03
  2.2629164e-04  5.1782960e-03 -1.0590308e-03  3.1967834e-04
 -4.1423440e-03 -2.4011896e-03 -3.5668197e-03  1.1359898e-04
 -1.5368334e-03 -2.5445193e-03  7.2439703e-05 -1.1223058e-03
  6.0084998e-04  3.6592907e-03  1.1149958e-03  2.6959605e-03
  1.6197485e-03  6.5595028e-04  1.5795005e-03  1.2529464e-03
  1.2208385e-03  1.5138489e-03 -2.7962031e-03  4.3516844e-03
 -2.8112473e-03  1.7790509e-03 -2.1435861e-03 -1.9226331e-04
 -9.7142428e-04  1.2131205e-03  1.4912254e-03  2.5345362e-03
 -1.0834369e-03  2.0331179e-03  3.0031591e-03  6.6596648e-04
 -4.9299328e-04  1.4536539e-03 -3.3793447e-03  1.8017181e-03
  2.3926604e-03  9.2672918e-04 -3.4497224e-03  5.6959194e-04
 -5.6004373e-04  1.8719486e-04 -3.6868916e-03 -1.6470137e-03
  3.5808862e-03  1.6015837e-03  1.9272721e-03 -2.6096581e-04
 -2.4265980e-03  1.7032699e-03  1.5415733e-03 -1.2581609e-03
 -8.4681262e-04 -1.9388150e-03  1.2103745e-03  1.6603904e-03
 -1.6581593e-03 -4.6783269e-04  3.3221897e-03  3.8294710e-04
  6.5123113e-03 -3.3636219e-03 -1.1320673e-03 -3.1554361e-03
 -9.4547286e-04  2.6791685e-03 -8.1872049e-04  1.7470472e-04]"
92,"
Reaching the end of a job interview, the human resources person asked a
young engineer fresh out of Stanford,
<p>
""And what starting salary were you looking for?""
<p>
The engineer said, ""In the neighborhood of $125,000 a year, depending
on the benefits package.""
<p>
The interviewer said, ""Well, what would you say to a package of 5-weeks 
vacation, 14 paid holidays, full medical and dental, company matching 
retirement fund to 50% of salary, and a company car leased every 2 years - 
say, a red Corvette?""
<p>
The Engineer sat up straight and said, ""Wow! Are you <i>kidding</i>?""
<p>
And the interviewer replied, <i>""Yeah, but you started it.""</i>
","[ 6.2049192e-04  1.4538497e-03 -1.5349459e-03 -5.4408971e-04
  1.7162359e-03  2.1225149e-03 -1.1142854e-03 -1.3400696e-03
  4.0946058e-03  4.6223849e-03 -1.2986973e-03  2.7942064e-03
  1.6921575e-03  1.7374351e-03 -3.7503201e-03 -1.8535982e-04
  1.3201168e-03  8.7014463e-04 -1.3890261e-04 -1.7658991e-03
  1.3833925e-03  1.4654028e-03  1.5730453e-03 -1.4442013e-03
  2.7977108e-04 -2.0551973e-03  2.4929408e-03 -1.9410762e-03
 -4.2992216e-04  4.9562678e-03 -9.1844820e-04  5.4277154e-04
 -4.1313926e-03 -2.3860612e-03 -3.8430679e-03 -2.3472533e-04
 -1.4049864e-03 -2.2599292e-03  6.1571845e-05 -8.8922167e-04
  4.6070517e-04  3.7970094e-03  8.7069272e-04  2.5385052e-03
  1.7375227e-03  8.5660606e-04  2.1850301e-03  1.0796386e-03
  1.2253908e-03  1.7570982e-03 -2.4989254e-03  4.0570595e-03
 -2.6165005e-03  1.6725975e-03 -2.3933963e-03 -4.1216507e-04
 -8.2540634e-04  7.0750900e-04  1.5780648e-03  1.9742588e-03
 -8.8901602e-04  2.2551192e-03  3.2270302e-03  8.0794719e-04
 -1.1346386e-03  1.4547553e-03 -3.4608347e-03  1.9334765e-03
  2.2958783e-03  8.7344990e-04 -3.1744638e-03  7.4654887e-04
 -5.6693144e-04 -3.0004070e-04 -3.6959276e-03 -1.5450184e-03
  3.6977394e-03  1.8069965e-03  2.1707534e-03 -2.7605990e-04
 -1.8448684e-03  1.6221298e-03  1.4765973e-03 -1.5052113e-03
 -8.2567090e-04 -2.0418651e-03  1.0283930e-03  1.8679941e-03
 -1.2695449e-03 -7.9076539e-04  3.2076181e-03  2.5061116e-04
  6.2976824e-03 -3.2916924e-03 -1.2845775e-03 -3.4965237e-03
 -9.8269363e-04  2.9445216e-03 -6.4733700e-04  2.6617112e-04]"
93,"
Two atoms are walking down the street when one 
atom says to the other 
""Oh, my! I've lost an electron!""
<p>
The second atom says""Are you sure""
<p>
The first replies <i>""I'm positive!""</i>
","[ 3.87056731e-04  1.70046184e-03 -1.29645213e-03 -5.73221187e-05
  1.63951982e-03  2.25492334e-03 -9.41290928e-04 -1.04731182e-03
  3.86039843e-03  4.21282789e-03 -1.26701291e-03  2.70231394e-03
  1.93110015e-03  1.94655487e-03 -3.57335224e-03 -4.46979029e-05
  1.52076851e-03  9.86254192e-04  6.69442670e-05 -2.01154943e-03
  1.00053335e-03  1.45381538e-03  1.50268408e-03 -1.51450152e-03
  2.45532312e-04 -1.99179049e-03  2.51884921e-03 -1.67962525e-03
 -2.41018744e-04  4.62888554e-03 -1.11905241e-03  3.77825811e-04
 -4.00603469e-03 -2.54283589e-03 -3.68793821e-03 -5.81259410e-05
 -1.44457049e-03 -2.54573952e-03 -1.11068046e-04 -1.31550641e-03
  5.56619023e-04  3.57368425e-03  8.82752181e-04  2.50418321e-03
  1.59789145e-03  8.25088646e-04  1.81080156e-03  1.04335765e-03
  9.55902855e-04  1.50482834e-03 -2.39767483e-03  3.87217104e-03
 -2.53319810e-03  1.93382811e-03 -1.98650686e-03 -3.27094021e-04
 -1.06504792e-03  8.10309022e-04  1.71059603e-03  2.11232505e-03
 -8.82582041e-04  1.90766726e-03  2.98814336e-03  8.73335346e-04
 -7.58643611e-04  1.15556165e-03 -3.10830795e-03  1.96376652e-03
  2.09861225e-03  9.94557748e-04 -3.28914542e-03  8.68264586e-04
 -6.49283989e-04 -5.43274973e-06 -3.38228792e-03 -1.67675340e-03
  3.53176589e-03  2.14948715e-03  2.00644811e-03  3.09539682e-05
 -2.33383290e-03  1.25200534e-03  1.51315215e-03 -1.14924577e-03
 -7.25035847e-04 -1.56378991e-03  8.63593654e-04  1.39949599e-03
 -1.77286728e-03 -6.65338186e-04  3.49327014e-03  3.76577926e-04
  6.13261806e-03 -3.09631950e-03 -1.27933221e-03 -3.23402113e-03
 -9.48291679e-04  2.77412846e-03 -8.56342027e-04  2.26974502e-04]"
94,"
Just a thought ..
<p>
Before criticizing someone, walk a mile in their shoes.  
<p>
Then when you do criticize them, 
<i>you will be a mile away and have their shoes !</i>
","[ 8.1368483e-04  7.8087975e-04 -1.3466944e-03 -5.2997697e-04
  1.3583556e-03  1.4278735e-03 -1.4741792e-03 -1.1046255e-03
  3.6684375e-03  4.3576756e-03 -1.6169805e-03  2.3860263e-03
  1.5555202e-03  1.7722856e-03 -3.0567753e-03 -1.3271105e-04
  1.3081697e-03  5.2859995e-04 -1.5100445e-04 -1.3630143e-03
  1.1354446e-03  9.6880959e-04  1.2290644e-03 -9.3679491e-04
  3.5378552e-04 -1.8996994e-03  2.3190319e-03 -1.8473709e-03
 -3.4784546e-04  4.1799727e-03 -5.7763135e-04  6.9034786e-04
 -3.3392413e-03 -1.9179581e-03 -3.8313812e-03 -3.6766334e-04
 -1.4219139e-03 -1.8270464e-03  1.5268981e-04 -4.3323904e-04
  3.0285146e-04  3.2638353e-03  1.0464664e-03  2.2050950e-03
  1.7619613e-03  8.3912199e-04  1.7292661e-03  1.0744083e-03
  1.1984042e-03  1.7291195e-03 -2.1410494e-03  3.3639045e-03
 -2.0559134e-03  1.0563302e-03 -2.2110394e-03 -1.9653231e-05
 -7.5021817e-04  3.6289895e-04  1.0989481e-03  1.6864238e-03
 -6.1945053e-04  2.0772952e-03  3.1633184e-03  9.4231457e-04
 -9.4881549e-04  1.1753632e-03 -2.8134952e-03  1.6149865e-03
  2.0545104e-03  1.8780134e-04 -2.5606989e-03  4.6065383e-04
 -4.2030116e-04 -5.2907370e-04 -3.3315355e-03 -9.9792948e-04
  3.5367853e-03  1.4743921e-03  2.2321136e-03 -3.8206531e-04
 -1.3491495e-03  1.1961975e-03  8.7588088e-04 -1.5610048e-03
 -8.3488942e-04 -1.7624794e-03  9.0829161e-04  1.8300081e-03
 -1.0858474e-03 -8.4236753e-04  2.3686402e-03  7.9544130e-05
  5.9273918e-03 -2.7677079e-03 -1.1174368e-03 -2.9206541e-03
 -9.1492443e-04  2.9765517e-03 -4.7825897e-04  5.8246386e-04]"
95,"
Two attorneys went into a diner and ordered two drinks.  Then they produced 
sandwiches from their briefcases and started to eat.  The owner became
quite concerned and marched over and told them, <i>""You can't eat your own
sandwiches in here!""</i>
<p>
The attorneys looked at each other, shrugged their shoulders and then
<i>exchanged</i> sandwiches.
","[ 5.5845885e-04  1.2360635e-03 -1.3490252e-03 -1.7414197e-04
  1.3972666e-03  1.8284715e-03 -8.4206311e-04 -7.0000265e-04
  3.4079438e-03  3.8405026e-03 -1.2214179e-03  2.4871503e-03
  1.5503379e-03  1.6021198e-03 -3.0589376e-03 -4.1363848e-04
  1.0432517e-03  6.8281981e-04 -3.3736636e-05 -1.4519414e-03
  9.3393424e-04  1.3976594e-03  1.5156660e-03 -1.3497582e-03
  1.4347797e-04 -1.7147082e-03  2.4184359e-03 -1.5554067e-03
 -2.4873085e-04  4.0090764e-03 -4.2998034e-04  6.4303901e-04
 -3.3223815e-03 -2.0729385e-03 -3.4509206e-03 -1.8252997e-04
 -1.2228873e-03 -2.1122349e-03  3.3618668e-05 -6.9823564e-04
  6.4995914e-04  2.8924388e-03  8.1362930e-04  2.0799038e-03
  1.3128928e-03  6.8226305e-04  1.5531674e-03  6.8314525e-04
  7.6284696e-04  1.4546588e-03 -2.3148488e-03  3.3402273e-03
 -2.3069042e-03  1.2108398e-03 -1.9517960e-03 -3.3436998e-04
 -8.9582201e-04  5.5305794e-04  1.3704076e-03  1.7652800e-03
 -1.0952953e-03  1.8610203e-03  2.5318314e-03  7.2139205e-04
 -9.4191724e-04  1.1975071e-03 -2.7830494e-03  1.7009579e-03
  1.9568694e-03  4.6544589e-04 -2.5167824e-03  6.7941908e-04
 -4.3326415e-04  2.3709914e-05 -2.9823668e-03 -1.2480634e-03
  3.0654341e-03  1.7178326e-03  1.8795750e-03 -2.5722274e-04
 -1.5905506e-03  1.4469315e-03  1.1703933e-03 -1.2027923e-03
 -6.8397017e-04 -1.6366321e-03  7.9185190e-04  1.5143607e-03
 -1.4033915e-03 -6.4852193e-04  2.8068882e-03  6.3749394e-06
  5.4881913e-03 -2.7948862e-03 -1.2046911e-03 -2.7827022e-03
 -8.0884527e-04  2.6679719e-03 -5.7736243e-04  3.5080864e-04]"
96,"
A teacher is explaining to her class how different languages use 
negatives differently.  She says, ""In all languages, a positive followed
by a negative or a negative followed by a positive makes a negative.  In
some languages, two negatives together make a positive, while in others they
make a negative.  But in no language do two positives make a negative.""  
<p>
One of the students puts up his hand and says, <i>""Yeah, right.""</i>
","[ 9.5645897e-04  9.3711913e-04 -1.1966014e-03 -4.8771338e-04
  1.2927174e-03  1.5108708e-03 -1.2494990e-03 -1.3024217e-03
  3.6339769e-03  4.0737139e-03 -1.6275098e-03  2.3090653e-03
  1.3040568e-03  1.3022247e-03 -3.1909361e-03 -2.4746862e-05
  1.3386891e-03  7.7409908e-04 -3.0866780e-04 -1.4005078e-03
  1.3411143e-03  1.0865711e-03  1.1751370e-03 -1.1149575e-03
  2.3811864e-04 -1.7525982e-03  2.2740706e-03 -2.0215171e-03
 -5.2172621e-04  4.0251268e-03 -6.6854246e-04  9.2298049e-04
 -3.4353749e-03 -1.9228540e-03 -3.7114052e-03 -5.8402395e-04
 -1.4335995e-03 -1.6744058e-03  4.3054682e-04 -2.4855119e-04
  6.3831460e-05  3.1196794e-03  1.1794497e-03  1.9643991e-03
  1.6381140e-03  8.3706755e-04  1.8088316e-03  1.1679137e-03
  1.0544828e-03  1.8620158e-03 -2.2002184e-03  3.4410416e-03
 -1.9440986e-03  1.1228605e-03 -2.3938562e-03  6.6415851e-05
 -7.3298102e-04  1.4173282e-04  9.6946832e-04  1.6430927e-03
 -2.0253498e-04  2.0226035e-03  2.7530571e-03  1.0293092e-03
 -8.5922371e-04  1.3529743e-03 -2.8597268e-03  1.4316135e-03
  2.0797278e-03  3.5435561e-04 -2.3895428e-03  5.7838921e-04
 -3.4130897e-04 -4.1720184e-04 -3.2682852e-03 -1.1498734e-03
  3.4627134e-03  1.2525603e-03  2.2113861e-03 -4.5152660e-04
 -1.3476475e-03  1.2122596e-03  8.7371981e-04 -1.3931298e-03
 -6.3151593e-04 -1.7958647e-03  8.2851225e-04  1.8426337e-03
 -9.0327993e-04 -9.6078002e-04  2.3276401e-03  1.4004257e-04
  5.5572037e-03 -2.6632666e-03 -9.0625312e-04 -2.9443339e-03
 -9.7451295e-04  2.7508072e-03 -4.0897389e-04  6.3894677e-04]"
97,"
Age and Womanhood
<p>
1. Between the ages of 13 and 18 ...<br>
&nbsp;&nbsp;&nbsp;&nbsp;<i>She is like Africa, virgin and unexplored.</i> 
<p>
2. Between the ages of 19 and 35 ...<br>
&nbsp;&nbsp;&nbsp;&nbsp;<i>She is like Asia, hot and exotic.</i> 
<p>
3. Between the ages of 36 and 45 ...<br>
&nbsp;&nbsp;&nbsp;&nbsp;<i>She is like America, fully explored, breathtakingly beautiful,and free with her resources.</i>
<p>
4. Between the ages of 46 and 56 ...<br>
&nbsp;&nbsp;&nbsp;&nbsp;<i>She is like Europe, exhausted but still has points of interest.</i> 
<p>
5. After 56 she is like Australia ...<br>
&nbsp;&nbsp;&nbsp;&nbsp;<i>Everybody knows it's down there, but who gives a damn?</i>
","[ 7.5770356e-04  1.4756505e-03 -1.4619096e-03 -2.8450025e-04
  1.1593427e-03  2.1928351e-03 -7.8332546e-04 -9.6041942e-04
  3.3197885e-03  3.8395009e-03 -1.0237015e-03  2.7028867e-03
  1.3043578e-03  1.5181506e-03 -3.4206486e-03 -3.8355374e-04
  1.1086084e-03  5.3654605e-04 -1.4345766e-05 -1.6325675e-03
  1.1892585e-03  1.8993445e-03  1.6965503e-03 -1.2522117e-03
  7.0778719e-05 -1.4624813e-03  1.9235691e-03 -1.5447857e-03
 -5.1595015e-04  4.3467651e-03 -7.7289797e-04  7.9686736e-04
 -3.3685900e-03 -2.0511865e-03 -3.4011435e-03  6.0441616e-06
 -1.1241196e-03 -2.2783726e-03 -7.2865696e-05 -8.2904741e-04
  5.3363299e-04  3.0184670e-03  7.4868463e-04  2.0881379e-03
  1.5836551e-03  7.8079267e-04  1.6105449e-03  7.5992581e-04
  7.3466910e-04  1.6500527e-03 -2.2563853e-03  3.5376432e-03
 -2.2933364e-03  1.2749437e-03 -1.9792423e-03 -3.1752442e-04
 -7.6131395e-04  5.9380411e-04  1.7753887e-03  1.6401883e-03
 -7.0448738e-04  1.7713665e-03  2.7320408e-03  8.2775665e-04
 -8.5943792e-04  1.2007896e-03 -2.9506544e-03  1.8675512e-03
  1.8644597e-03  7.7723863e-04 -2.8927347e-03  7.4378506e-04
 -6.0465001e-04 -2.1650012e-05 -3.1639026e-03 -1.3005616e-03
  3.1260638e-03  1.4655056e-03  1.7858923e-03 -2.3607977e-04
 -1.3526860e-03  1.3907788e-03  1.1245986e-03 -1.2940280e-03
 -4.8038134e-04 -1.6685690e-03  1.0928746e-03  1.3176055e-03
 -1.4180585e-03 -9.0118620e-04  2.8584986e-03  2.3113392e-04
  5.3774645e-03 -2.4404409e-03 -1.3377820e-03 -2.9178264e-03
 -8.2797592e-04  2.5143751e-03 -5.0275779e-04  1.7496862e-04]"
98,"
A bus station is where a bus stops.<br>
A train station is where a train stops.
<p>
On <i>my</i> desk I have a <i>work station...</i>
","[ 1.3008839e-03  7.1520446e-04 -1.2425453e-03  4.7374924e-05
  7.2853419e-04  1.1899461e-03 -8.8452263e-04 -1.3833364e-03
  3.2188499e-03  3.4921283e-03 -1.3286030e-03  1.7880243e-03
  9.1835874e-04  7.8316458e-04 -2.2634589e-03  2.5084126e-05
  1.4638471e-03  3.9928828e-04 -7.7586842e-04 -9.9994731e-04
  1.1928580e-03  6.9382810e-04  6.6157954e-04 -3.9095135e-04
  3.2243066e-04 -8.4036024e-04  2.1940952e-03 -1.5662157e-03
 -6.6136138e-04  3.2153872e-03 -1.3308691e-04  1.0074315e-03
 -2.4078572e-03 -1.4632501e-03 -2.7901931e-03 -1.8477166e-04
 -1.6723067e-03 -1.2010834e-03  6.8575895e-04 -2.0494344e-05
  7.4222517e-05  2.5249596e-03  1.1098781e-03  1.4725010e-03
  1.5695688e-03  7.0589921e-04  1.1036500e-03  1.4008090e-03
  7.5707160e-04  1.4267252e-03 -1.9727163e-03  2.7644171e-03
 -1.2998126e-03  3.7193747e-04 -2.2562842e-03  3.6763109e-04
 -5.2271457e-04 -7.6434677e-05  6.0174364e-04  8.5108634e-04
  1.5281790e-04  1.7015482e-03  2.6355712e-03  1.4788706e-03
 -8.9845847e-04  6.4831664e-04 -2.2827880e-03  1.4585927e-03
  1.6989728e-03  2.7667783e-04 -2.1636838e-03  9.1660640e-04
 -2.1882895e-04 -7.7537965e-04 -2.8581745e-03 -1.0259695e-03
  2.8409720e-03  5.1266904e-04  1.7147061e-03 -8.5731392e-04
 -2.5695722e-04  8.5711922e-04  2.0301672e-04 -1.1853680e-03
 -9.2213391e-04 -1.5309654e-03  5.8225374e-04  1.4614030e-03
 -7.2880829e-04 -7.5079128e-04  1.3940955e-03  3.2164966e-04
  4.2190305e-03 -1.9091754e-03 -6.3038623e-04 -2.0753013e-03
 -8.9485018e-04  2.1321962e-03 -2.8919333e-04  5.6757382e-04]"
99,"
Q: Whats the difference between greeting a Queen and greeting the
President of the United  States?
<p>
A: You only have to get on <i>one knee</i> to greet the queen.
","[ 7.22630706e-04  1.87550741e-03 -1.85356999e-03 -5.45069517e-04
  2.13041087e-03  2.74682394e-03 -1.44930533e-03 -1.80686568e-03
  5.34963887e-03  5.78724453e-03 -1.52845553e-03  3.57260904e-03
  2.07127328e-03  2.48591905e-03 -4.59782174e-03 -5.05631149e-04
  1.87732757e-03  1.46541593e-03 -5.36060368e-04 -2.39318796e-03
  1.76358607e-03  2.04399368e-03  2.07040273e-03 -2.14189640e-03
  5.28623175e-04 -2.46278988e-03  3.24936258e-03 -2.18614331e-03
 -2.16698725e-04  6.49886206e-03 -1.28336099e-03  6.34061929e-04
 -5.39443130e-03 -3.13487765e-03 -4.99626668e-03 -1.52769309e-04
 -1.94022735e-03 -2.87141860e-03 -1.11893234e-04 -1.45426602e-03
  4.04967315e-04  4.74710111e-03  1.06961408e-03  3.40443524e-03
  2.45277653e-03  7.42988952e-04  2.63102865e-03  1.35380437e-03
  1.26481126e-03  2.20616790e-03 -3.20488424e-03  5.34967566e-03
 -3.50005319e-03  2.23231199e-03 -2.75966013e-03 -5.10527636e-04
 -1.26074452e-03  9.60510981e-04  2.11195997e-03  2.67829513e-03
 -1.30427361e-03  2.95375800e-03  4.15121904e-03  1.13876536e-03
 -9.03681677e-04  1.80692750e-03 -4.40972298e-03  2.48353137e-03
  2.91406130e-03  9.73121147e-04 -4.13531158e-03  8.82331806e-04
 -6.38325640e-04 -6.80102166e-05 -4.82107280e-03 -2.21145130e-03
  4.55575204e-03  2.19205697e-03  2.73884437e-03 -9.51859547e-05
 -2.64344295e-03  2.03041732e-03  1.74560025e-03 -1.82528235e-03
 -8.12677550e-04 -2.58864788e-03  1.30433240e-03  2.07004044e-03
 -2.06933962e-03 -8.23543058e-04  4.12297761e-03  5.85152768e-04
  8.40775762e-03 -3.91312269e-03 -1.61336351e-03 -4.17811843e-03
 -1.23346143e-03  3.87731800e-03 -8.77108716e-04  4.62957338e-04]"
